,doy,month,dcewOBSmin,dcewOBSmax,dcewOBSmean,dcewMODincmin,dcewMODincmax,dcewMODincmean,dcewMODdecmin,dcewMODdecmax,dcewMODdecmean
1632,2010-06-21,06,4.50,13.10,9.26,7.54,17.04,12.75,1.46,9.16,5.77
1633,2010-06-22,06,2.20,12.10,7.68,5.24,16.04,11.17,-0.84,8.16,4.20
1634,2010-06-23,06,8.10,16.00,11.64,11.14,19.94,15.13,5.06,12.06,8.15
1635,2010-06-24,06,8.60,17.50,13.22,11.64,21.44,16.71,5.56,13.56,9.73
1636,2010-06-25,06,10.30,19.40,15.42,13.34,23.34,18.91,7.26,15.46,11.93
1637,2010-06-26,06,14.50,23.20,19.08,17.54,27.14,22.57,11.46,19.26,15.59
1638,2010-06-27,06,17.00,25.00,21.44,20.04,28.94,24.93,13.96,21.06,17.95
1639,2010-06-28,06,16.80,25.70,21.65,19.84,29.64,25.14,13.76,21.76,18.16
1640,2010-06-29,06,20.50,30.20,24.76,23.54,34.14,28.25,17.46,26.26,21.27
1641,2010-06-30,06,18.10,26.30,22.80,21.14,30.24,26.29,15.06,22.36,19.32
1642,2010-07-01,07,17.60,25.10,21.78,21.24,29.06,25.58,13.96,21.14,17.98
1643,2010-07-02,07,15.70,23.40,19.84,19.34,27.36,23.64,12.06,19.44,16.04
1644,2010-07-03,07,16.40,24.90,21.18,20.04,28.86,24.98,12.76,20.94,17.38
1645,2010-07-04,07,17.60,25.30,21.70,21.24,29.26,25.50,13.96,21.34,17.89
1646,2010-07-05,07,18.10,25.80,22.17,21.74,29.76,25.97,14.46,21.84,18.37
1647,2010-07-06,07,17.00,25.40,21.73,20.64,29.36,25.53,13.36,21.44,17.93
1648,2010-07-07,07,19.30,28.70,24.30,22.94,32.66,28.10,15.66,24.74,20.50
1649,2010-07-08,07,11.80,23.10,18.39,15.44,27.06,22.19,8.16,19.14,14.59
1650,2010-07-09,07,18.60,29.00,24.13,22.24,32.96,27.93,14.96,25.04,20.33
1651,2010-07-10,07,24.50,32.80,28.22,28.14,36.76,32.03,20.86,28.84,24.42
1652,2010-07-11,07,23.20,32.20,27.89,26.84,36.16,31.69,19.56,28.24,24.09
1653,2010-07-12,07,23.80,32.40,28.17,27.44,36.36,31.97,20.16,28.44,24.37
1654,2010-07-13,07,19.70,25.20,22.79,23.34,29.16,26.59,16.06,21.24,18.99
1655,2010-07-14,07,17.90,27.30,22.85,21.54,31.26,26.65,14.26,23.34,19.04
1656,2010-07-15,07,21.00,32.40,26.57,24.64,36.36,30.37,17.36,28.44,22.77
1657,2010-07-16,07,22.80,31.40,27.18,26.44,35.36,30.98,19.16,27.44,23.38
1658,2010-07-17,07,23.80,32.40,27.88,27.44,36.36,31.68,20.16,28.44,24.08
1659,2010-07-18,07,27.20,34.50,30.22,30.84,38.46,34.02,23.56,30.54,26.42
1660,2010-07-19,07,27.40,35.20,30.60,31.04,39.16,34.40,23.76,31.24,26.80
1661,2010-07-20,07,26.30,33.60,29.86,29.94,37.56,33.66,22.66,29.64,26.06
1662,2010-07-21,07,24.80,32.50,28.58,28.44,36.46,32.38,21.16,28.54,24.78
1663,2010-07-22,07,27.70,36.00,31.87,31.34,39.96,35.67,24.06,32.04,28.07
1664,2010-07-23,07,28.60,37.20,32.45,32.24,41.16,36.25,24.96,33.24,28.64
1665,2010-07-24,07,19.60,28.40,24.96,23.24,32.36,28.76,15.96,24.44,21.16
1666,2010-07-25,07,16.50,28.00,20.95,20.14,31.96,24.75,12.86,24.04,17.15
1667,2010-07-26,07,15.10,27.10,19.97,18.74,31.06,23.77,11.46,23.14,16.17
1668,2010-07-27,07,15.70,29.00,22.92,19.34,32.96,26.72,12.06,25.04,19.12
1669,2010-07-28,07,22.10,31.70,26.77,25.74,35.66,30.57,18.46,27.74,22.97
1670,2010-07-29,07,26.20,33.60,29.30,29.84,37.56,33.10,22.56,29.64,25.49
1671,2010-07-30,07,27.10,35.40,30.47,30.74,39.36,34.27,23.46,31.44,26.67
1672,2010-07-31,07,24.60,32.20,28.68,28.24,36.16,32.48,20.96,28.24,24.87
1673,2010-08-01,08,24.30,32.80,28.50,27.87,36.67,32.22,20.73,28.93,24.77
1674,2010-08-02,08,18.90,27.40,23.66,22.47,31.27,27.38,15.33,23.53,19.93
1675,2010-08-03,08,16.00,22.70,18.73,19.57,26.57,22.45,12.43,18.83,15.01
1676,2010-08-04,08,16.10,27.00,21.80,19.67,30.87,25.52,12.53,23.13,18.07
1677,2010-08-05,08,17.60,30.30,23.17,21.17,34.17,26.89,14.03,26.43,19.44
1678,2010-08-06,08,18.00,27.30,23.30,21.57,31.17,27.03,14.43,23.43,19.58
1679,2010-08-07,08,16.80,27.30,22.79,20.37,31.17,26.51,13.23,23.43,19.06
1680,2010-08-08,08,20.20,28.40,24.55,23.77,32.27,28.27,16.63,24.53,20.82
1681,2010-08-09,08,21.20,31.20,26.05,24.77,35.07,29.77,17.63,27.33,22.32
1682,2010-08-10,08,21.10,31.20,26.58,24.67,35.07,30.30,17.53,27.33,22.86
1683,2010-08-11,08,21.00,29.30,25.13,24.57,33.17,28.86,17.43,25.43,21.41
1684,2010-08-12,08,19.50,27.50,23.20,23.07,31.37,26.92,15.93,23.63,19.47
1685,2010-08-13,08,21.60,29.00,24.96,25.17,32.87,28.69,18.03,25.13,21.24
1686,2010-08-14,08,24.90,32.70,27.98,28.47,36.57,31.71,21.33,28.83,24.26
1687,2010-08-15,08,24.50,30.80,27.78,28.07,34.67,31.50,20.93,26.93,24.05
1688,2010-08-16,08,18.40,25.40,21.97,21.97,29.27,25.70,14.83,21.53,18.25
1689,2010-08-17,08,16.10,24.50,20.38,19.67,28.37,24.10,12.53,20.63,16.66
1690,2010-08-18,08,17.80,28.30,23.27,21.37,32.17,26.99,14.23,24.43,19.54
1691,2010-08-19,08,21.00,32.90,26.95,24.57,36.77,30.67,17.43,29.03,23.23
1692,2010-08-20,08,20.70,28.90,24.81,24.27,32.77,28.53,17.13,25.03,21.08
1693,2010-08-21,08,20.30,26.60,23.38,23.87,30.47,27.11,16.73,22.73,19.66
1694,2010-08-22,08,13.90,21.70,17.35,17.47,25.57,21.07,10.33,17.83,13.62
1695,2010-08-23,08,12.30,23.00,17.97,15.87,26.87,21.69,8.73,19.13,14.24
1696,2010-08-24,08,18.80,27.10,22.88,22.37,30.97,26.60,15.23,23.23,19.16
1697,2010-08-25,08,21.50,30.60,25.52,25.07,34.47,29.24,17.93,26.73,21.79
1698,2010-08-26,08,14.10,26.90,22.67,17.67,30.77,26.39,10.53,23.03,18.94
1699,2010-08-27,08,14.30,25.30,20.16,17.87,29.17,23.88,10.73,21.43,16.43
1700,2010-08-28,08,18.60,26.60,22.06,22.17,30.47,25.78,15.03,22.73,18.33
1701,2010-08-29,08,15.10,23.60,19.97,18.67,27.47,23.69,11.53,19.73,16.25
1702,2010-08-30,08,15.30,25.80,20.30,18.87,29.67,24.02,11.73,21.93,16.57
1703,2010-08-31,08,17.90,26.80,22.22,21.47,30.67,25.94,14.33,22.93,18.49
1704,2010-09-01,09,19.40,27.20,22.80,23.09,30.72,26.41,15.71,23.68,19.20
1705,2010-09-02,09,19.60,28.40,23.55,23.29,31.92,27.15,15.91,24.88,19.94
1706,2010-09-03,09,20.50,30.10,25.10,24.19,33.62,28.70,16.81,26.58,21.49
1707,2010-09-04,09,21.90,29.40,25.10,25.59,32.92,28.71,18.21,25.88,21.49
1708,2010-09-05,09,19.20,27.70,22.42,22.89,31.22,26.03,15.51,24.18,18.82
1709,2010-09-06,09,18.40,27.90,22.32,22.09,31.42,25.92,14.71,24.38,18.71
1710,2010-09-07,09,17.50,23.60,20.65,21.19,27.12,24.26,13.81,20.08,17.05
1711,2010-09-08,09,5.50,14.60,9.10,9.19,18.12,12.71,1.81,11.08,5.49
1712,2010-09-09,09,5.00,13.90,8.26,8.69,17.42,11.86,1.31,10.38,4.65
1713,2010-09-10,09,4.30,12.00,8.26,7.99,15.52,11.87,0.61,8.48,4.66
1714,2010-09-11,09,9.40,18.70,14.28,13.09,22.22,17.88,5.71,15.18,10.67
1715,2010-09-12,09,8.00,15.50,11.44,11.69,19.02,15.04,4.31,11.98,7.83
1716,2010-09-13,09,7.70,16.60,12.08,11.39,20.12,15.69,4.01,13.08,8.47
1717,2010-09-14,09,9.60,21.10,15.65,13.29,24.62,19.26,5.91,17.58,12.04
1718,2010-09-15,09,14.20,21.70,16.88,17.89,25.22,20.49,10.51,18.18,13.27
1719,2010-09-16,09,3.70,17.60,10.99,7.39,21.12,14.59,0.01,14.08,7.38
1720,2010-09-17,09,1.40,10.70,5.54,5.09,14.22,9.14,-2.29,7.18,1.93
1721,2010-09-18,09,5.80,15.30,10.03,9.49,18.82,13.63,2.11,11.78,6.42
1722,2010-09-19,09,10.80,20.90,15.20,14.49,24.42,18.81,7.11,17.38,11.59
1723,2010-09-20,09,10.00,18.30,14.66,13.69,21.82,18.26,6.31,14.78,11.05
1724,2010-09-21,09,12.70,21.10,16.74,16.39,24.62,20.34,9.01,17.58,13.13
1725,2010-09-22,09,15.30,23.80,19.09,18.99,27.32,22.69,11.61,20.28,15.48
1726,2010-09-23,09,16.90,24.30,20.19,20.59,27.82,23.80,13.21,20.78,16.59
1727,2010-09-24,09,17.40,25.70,20.93,21.09,29.22,24.54,13.71,22.18,17.33
1728,2010-09-25,09,17.40,24.20,20.68,21.09,27.72,24.29,13.71,20.68,17.08
1729,2010-09-26,09,18.10,25.10,21.20,21.79,28.62,24.81,14.41,21.58,17.59
1730,2010-09-27,09,17.70,25.40,21.65,21.39,28.92,25.26,14.01,21.88,18.05
1731,2010-09-28,09,17.80,26.30,21.70,21.49,29.82,25.30,14.11,22.78,18.09
1732,2010-09-29,09,19.30,25.40,22.13,22.99,28.92,25.74,15.61,21.88,18.52
1733,2010-09-30,09,16.60,25.50,21.44,20.29,29.02,25.05,12.91,21.98,17.84
1734,2010-10-01,10,19.00,25.00,21.84,21.94,28.61,25.11,16.06,21.39,18.56
1735,2010-10-02,10,14.50,21.90,18.30,17.44,25.51,21.57,11.56,18.29,15.03
1736,2010-10-03,10,13.60,21.40,17.78,16.54,25.01,21.06,10.66,17.79,14.51
1737,2010-10-04,10,16.70,24.00,19.73,19.64,27.61,23.00,13.76,20.39,16.45
1738,2010-10-05,10,16.10,23.60,19.68,19.04,27.21,22.96,13.16,19.99,16.41
1739,2010-10-06,10,16.80,24.10,20.05,19.74,27.71,23.32,13.86,20.49,16.77
1740,2010-10-07,10,12.90,19.90,15.53,15.84,23.51,18.80,9.96,16.29,12.25
1741,2010-10-08,10,11.70,21.30,16.66,14.64,24.91,19.93,8.76,17.69,13.38
1742,2010-10-09,10,4.80,15.20,10.25,7.74,18.81,13.52,1.86,11.59,6.98
1743,2010-10-10,10,1.10,7.40,3.95,4.04,11.01,7.23,-1.84,3.79,0.68
1744,2010-10-11,10,2.90,11.70,7.46,5.84,15.31,10.74,-0.04,8.09,4.19
1745,2010-10-12,10,4.20,9.60,7.31,7.14,13.21,10.59,1.26,5.99,4.04
1746,2010-10-13,10,1.90,10.20,6.45,4.84,13.81,9.72,-1.04,6.59,3.17
1747,2010-10-14,10,5.80,10.60,8.47,8.74,14.21,11.75,2.86,6.99,5.20
1748,2010-10-15,10,3.90,10.80,6.43,6.84,14.41,9.70,0.96,7.19,3.15
1749,2010-10-16,10,6.30,14.90,10.83,9.24,18.51,14.11,3.36,11.29,7.56
1750,2010-10-17,10,14.10,22.40,17.83,17.04,26.01,21.11,11.16,18.79,14.56
1751,2010-10-18,10,17.60,25.00,20.30,20.54,28.61,23.57,14.66,21.39,17.02
1752,2010-10-19,10,15.40,21.00,18.20,18.34,24.61,21.48,12.46,17.39,14.93
1753,2010-10-20,10,16.10,23.60,19.32,19.04,27.21,22.59,13.16,19.99,16.04
1754,2010-10-21,10,16.80,23.70,20.12,19.74,27.31,23.39,13.86,20.09,16.84
1755,2010-10-22,10,18.40,23.30,20.78,21.34,26.91,24.05,15.46,19.69,17.50
1756,2010-10-23,10,5.60,17.70,10.41,8.54,21.31,13.69,2.66,14.09,7.14
1757,2010-10-24,10,4.70,9.40,6.87,7.64,13.01,10.14,1.76,5.79,3.59
1758,2010-10-25,10,4.50,11.20,8.38,7.44,14.81,11.65,1.56,7.59,5.10
1759,2010-10-26,10,9.30,16.50,13.38,12.24,20.11,16.66,6.36,12.89,10.11
1760,2010-10-27,10,13.00,18.30,15.14,15.94,21.91,18.41,10.06,14.69,11.86
1761,2010-10-28,10,9.70,16.20,12.40,12.64,19.81,15.67,6.76,12.59,9.12
1762,2010-10-29,10,-0.80,12.90,3.71,2.14,16.51,6.99,-3.74,9.29,0.44
1763,2010-10-30,10,-4.20,-0.70,-3.16,-1.26,2.91,0.12,-7.14,-4.31,-6.43
1764,2010-10-31,10,-7.20,1.20,-3.70,-4.26,4.81,-0.43,-10.14,-2.41,-6.98
1765,2010-11-01,11,-4.60,0.30,-2.61,-1.83,2.99,0.12,-7.37,-2.39,-5.34
1766,2010-11-02,11,-3.80,1.10,-1.33,-1.03,3.79,1.40,-6.57,-1.59,-4.06
1767,2010-11-03,11,-5.40,-2.10,-3.27,-2.63,0.59,-0.54,-8.17,-4.79,-6.00
1768,2010-11-04,11,-8.50,-1.90,-5.69,-5.73,0.79,-2.96,-11.27,-4.59,-8.42
1769,2010-11-05,11,-6.70,-2.40,-4.74,-3.93,0.29,-2.01,-9.47,-5.09,-7.47
1770,2010-11-06,11,-4.40,3.40,-1.26,-1.63,6.09,1.47,-7.17,0.71,-3.99
1771,2010-11-07,11,-1.50,3.70,1.14,1.27,6.39,3.87,-4.27,1.01,-1.59
1772,2010-11-08,11,0.30,8.00,4.26,3.07,10.69,6.99,-2.47,5.31,1.53
1773,2010-11-09,11,0.90,6.20,4.30,3.67,8.89,7.03,-1.87,3.51,1.57
1774,2010-11-10,11,1.00,4.00,2.16,3.77,6.69,4.89,-1.77,1.31,-0.57
1775,2010-11-11,11,0.00,6.30,2.64,2.77,8.99,5.37,-2.77,3.61,-0.09
1776,2010-11-12,11,0.30,5.70,2.52,3.07,8.39,5.25,-2.47,3.01,-0.20
1777,2010-11-13,11,-0.60,3.10,1.25,2.17,5.79,3.98,-3.37,0.41,-1.48
1778,2010-11-14,11,0.20,5.80,2.64,2.97,8.49,5.37,-2.57,3.11,-0.09
1779,2010-11-15,11,-1.50,3.60,1.70,1.27,6.29,4.42,-4.27,0.91,-1.03
1780,2010-11-16,11,-1.20,1.20,0.05,1.57,3.89,2.78,-3.97,-1.49,-2.68
1781,2010-11-17,11,-1.20,1.20,-0.09,1.57,3.89,2.64,-3.97,-1.49,-2.82
1782,2010-11-18,11,1.10,8.60,4.45,3.87,11.29,7.17,-1.67,5.91,1.72
1783,2010-11-19,11,2.00,10.70,8.76,4.77,13.39,11.49,-0.77,8.01,6.03
1784,2010-11-20,11,-5.40,0.20,-2.74,-2.63,2.89,-0.01,-8.17,-2.49,-5.47
1785,2010-11-21,11,-7.50,-3.10,-5.10,-4.73,-0.41,-2.38,-10.27,-5.79,-7.83
1786,2010-11-22,11,-11.80,-7.20,-9.17,-9.03,-4.51,-6.44,-14.57,-9.89,-11.90
1787,2010-11-23,11,-8.80,-1.80,-5.48,-6.03,0.89,-2.75,-11.57,-4.49,-8.21
1788,2010-11-24,11,-5.20,-1.70,-3.41,-2.43,0.99,-0.68,-7.97,-4.39,-6.14
1789,2010-11-25,11,-7.10,-3.80,-5.33,-4.33,-1.11,-2.60,-9.87,-6.49,-8.06
1790,2010-11-26,11,-5.20,-3.00,-4.27,-2.43,-0.31,-1.54,-7.97,-5.69,-7.00
1791,2010-11-27,11,-5.70,-0.40,-3.04,-2.93,2.29,-0.31,-8.47,-3.09,-5.77
1792,2010-11-28,11,-0.60,4.50,2.29,2.17,7.19,5.02,-3.37,1.81,-0.44
1793,2010-11-29,11,2.00,5.20,3.26,4.77,7.89,5.99,-0.77,2.51,0.53
1794,2010-11-30,11,2.80,4.10,3.26,5.57,6.79,5.99,0.03,1.41,0.53
1795,2010-12-01,12,4.20,8.20,5.70,7.49,10.99,8.74,0.91,5.41,2.67
1796,2010-12-02,12,2.60,6.40,4.66,5.89,9.19,7.70,-0.69,3.61,1.62
1797,2010-12-03,12,2.10,5.30,4.14,5.39,8.09,7.18,-1.19,2.51,1.10
1798,2010-12-04,12,1.60,5.70,3.36,4.89,8.49,6.40,-1.69,2.91,0.32
1799,2010-12-05,12,5.60,9.10,7.10,8.89,11.89,10.14,2.31,6.31,4.06
1800,2010-12-06,12,1.80,7.90,5.77,5.09,10.69,8.81,-1.49,5.11,2.73
1801,2010-12-07,12,-1.90,2.50,0.01,1.39,5.29,3.05,-5.19,-0.29,-3.03
1802,2010-12-08,12,-3.10,-1.40,-2.36,0.19,1.39,0.68,-6.39,-4.19,-5.40
1803,2010-12-09,12,-3.50,0.00,-1.77,-0.21,2.79,1.27,-6.79,-2.79,-4.81
1804,2010-12-10,12,-2.80,0.00,-1.47,0.49,2.79,1.57,-6.09,-2.79,-4.51
1805,2010-12-11,12,-3.50,-1.10,-2.37,-0.21,1.69,0.67,-6.79,-3.89,-5.41
1806,2010-12-12,12,-3.80,-0.50,-1.65,-0.51,2.29,1.39,-7.09,-3.29,-4.69
1807,2010-12-13,12,-1.10,4.20,1.20,2.19,6.99,4.23,-4.39,1.41,-1.84
1808,2010-12-14,12,-4.80,4.40,-0.82,-1.51,7.19,2.21,-8.09,1.61,-3.86
1809,2010-12-15,12,-5.90,-1.90,-4.46,-2.61,0.89,-1.42,-9.19,-4.69,-7.50
1810,2010-12-16,12,-3.60,0.80,-1.46,-0.31,3.59,1.58,-6.89,-1.99,-4.50
1811,2010-12-17,12,-1.00,4.20,0.99,2.29,6.99,4.03,-4.29,1.41,-2.05
1812,2010-12-18,12,-0.80,4.90,1.47,2.49,7.69,4.51,-4.09,2.11,-1.57
1813,2010-12-19,12,0.90,7.80,4.52,4.19,10.59,7.56,-2.39,5.01,1.48
1814,2010-12-20,12,-0.40,3.10,0.90,2.89,5.89,3.93,-3.69,0.31,-2.14
1815,2010-12-21,12,-0.60,2.20,0.34,2.69,4.99,3.38,-3.89,-0.59,-2.70
1816,2010-12-22,12,-1.60,2.80,0.78,1.69,5.59,3.82,-4.89,0.01,-2.26
1817,2010-12-23,12,0.50,4.00,1.69,3.79,6.79,4.73,-2.79,1.21,-1.35
1818,2010-12-24,12,-0.70,2.90,0.95,2.59,5.69,3.98,-3.99,0.11,-2.09
1819,2010-12-25,12,-4.00,0.70,-2.01,-0.71,3.49,1.03,-7.29,-2.09,-5.05
1820,2010-12-26,12,-8.60,-3.80,-6.20,-5.31,-1.01,-3.16,-11.89,-6.59,-9.24
1821,2010-12-27,12,-10.00,-5.80,-7.88,-6.71,-3.01,-4.84,-13.29,-8.59,-10.92
1822,2010-12-28,12,-7.00,-4.00,-5.08,-3.71,-1.21,-2.04,-10.29,-6.79,-8.11
1823,2010-12-29,12,-5.30,-1.30,-3.13,-2.01,1.49,-0.09,-8.59,-4.09,-6.17
1824,2010-12-30,12,-10.70,-3.90,-7.10,-7.41,-1.11,-4.06,-13.99,-6.69,-10.14
1825,2010-12-31,12,-4.00,-2.60,-3.29,-0.71,0.19,-0.25,-7.29,-5.39,-6.33
1826,2011-01-01,01,-4.80,-0.50,-2.65,-0.83,2.76,0.97,-8.77,-3.76,-6.27
1827,2011-01-02,01,-7.30,-5.10,-6.29,-3.33,-1.84,-2.67,-11.27,-8.36,-9.90
1828,2011-01-03,01,-9.00,-7.00,-8.08,-5.03,-3.74,-4.47,-12.97,-10.26,-11.70
1829,2011-01-04,01,-12.80,-6.60,-8.45,-8.83,-3.34,-4.84,-16.77,-9.86,-12.07
1830,2011-01-05,01,-14.30,-8.20,-11.72,-10.33,-4.94,-8.11,-18.27,-11.46,-15.34
1831,2011-01-06,01,-11.20,-4.80,-8.14,-7.23,-1.54,-4.53,-15.17,-8.06,-11.76
1832,2011-01-07,01,-4.20,-1.00,-2.38,-0.23,2.26,1.24,-8.17,-4.26,-5.99
1833,2011-01-08,01,-1.20,2.90,1.10,2.77,6.16,4.71,-5.17,-0.36,-2.52
1834,2011-01-09,01,4.00,7.30,5.50,7.97,10.56,9.12,0.03,4.04,1.88
1835,2011-01-10,01,2.20,6.90,4.13,6.17,10.16,7.74,-1.77,3.64,0.51
1836,2011-01-11,01,-0.90,5.50,2.19,3.07,8.76,5.81,-4.87,2.24,-1.42
1837,2011-01-12,01,-0.80,6.30,2.44,3.17,9.56,6.05,-4.77,3.04,-1.18
1838,2011-01-13,01,2.10,6.20,4.02,6.07,9.46,7.64,-1.87,2.94,0.41
1839,2011-01-14,01,-1.10,7.10,3.21,2.87,10.36,6.83,-5.07,3.84,-0.40
1840,2011-01-15,01,-6.30,1.00,-2.32,-2.33,4.26,1.29,-10.27,-2.26,-5.94
1841,2011-01-16,01,-6.90,-1.40,-3.81,-2.93,1.86,-0.19,-10.87,-4.66,-7.42
1842,2011-01-17,01,-8.20,-4.30,-5.90,-4.23,-1.04,-2.29,-12.17,-7.56,-9.52
1843,2011-01-18,01,-8.30,-4.10,-6.35,-4.33,-0.84,-2.73,-12.27,-7.36,-9.96
1844,2011-01-19,01,-7.10,-1.20,-4.19,-3.13,2.06,-0.57,-11.07,-4.46,-7.80
1845,2011-01-20,01,-7.80,-5.10,-6.63,-3.83,-1.84,-3.02,-11.77,-8.36,-10.25
1846,2011-01-21,01,-9.20,-5.80,-7.80,-5.23,-2.54,-4.18,-13.17,-9.06,-11.41
1847,2011-01-22,01,-9.20,-5.70,-8.00,-5.23,-2.44,-4.38,-13.17,-8.96,-11.62
1848,2011-01-23,01,-8.50,-1.80,-5.26,-4.53,1.46,-1.64,-12.47,-5.06,-8.87
1849,2011-01-24,01,-7.10,-1.50,-3.23,-3.13,1.76,0.39,-11.07,-4.76,-6.84
1850,2011-01-25,01,-8.60,-6.10,-7.26,-4.63,-2.84,-3.65,-12.57,-9.36,-10.88
1851,2011-01-26,01,-6.90,-2.20,-4.73,-2.93,1.06,-1.11,-10.87,-5.46,-8.34
1852,2011-01-27,01,-4.30,-0.70,-2.28,-0.33,2.56,1.33,-8.27,-3.96,-5.90
1853,2011-01-28,01,-1.60,-0.30,-1.02,2.37,2.96,2.60,-5.57,-3.56,-4.63
1854,2011-01-29,01,-1.10,2.80,1.13,2.87,6.06,4.75,-5.07,-0.46,-2.48
1855,2011-01-30,01,-4.40,4.30,-0.24,-0.43,7.56,3.37,-8.37,1.04,-3.86
1856,2011-01-31,01,-7.50,-4.70,-6.41,-3.53,-1.44,-2.79,-11.47,-7.96,-10.02
1857,2011-02-01,02,-7.40,-3.80,-5.90,-3.45,-0.12,-2.08,-11.35,-7.48,-9.71
1858,2011-02-02,02,-4.90,-1.90,-3.52,-0.95,1.78,0.29,-8.85,-5.58,-7.34
1859,2011-02-03,02,-4.20,-1.20,-2.88,-0.25,2.48,0.94,-8.15,-4.88,-6.69
1860,2011-02-04,02,-4.00,-0.80,-2.82,-0.05,2.88,1.00,-7.95,-4.48,-6.63
1861,2011-02-05,02,-5.00,-0.50,-3.27,-1.05,3.18,0.55,-8.95,-4.18,-7.08
1862,2011-02-06,02,-4.40,-0.10,-2.25,-0.45,3.58,1.56,-8.35,-3.78,-6.07
1863,2011-02-07,02,-5.90,-3.20,-4.54,-1.95,0.48,-0.72,-9.85,-6.88,-8.35
1864,2011-02-08,02,-5.30,-3.30,-4.47,-1.35,0.38,-0.66,-9.25,-6.98,-8.29
1865,2011-02-09,02,-6.60,-0.90,-4.23,-2.65,2.78,-0.42,-10.55,-4.58,-8.05
1866,2011-02-10,02,-6.30,-2.20,-4.87,-2.35,1.48,-1.05,-10.25,-5.88,-8.68
1867,2011-02-11,02,-9.80,-5.70,-8.22,-5.85,-2.02,-4.41,-13.75,-9.38,-12.04
1868,2011-02-12,02,-10.80,-6.50,-9.24,-6.85,-2.82,-5.43,-14.75,-10.18,-13.06
1869,2011-02-13,02,-13.40,-2.60,-8.23,-9.45,1.08,-4.42,-17.35,-6.28,-12.05
1870,2011-02-14,02,-7.90,2.90,-3.50,-3.95,6.58,0.32,-11.85,-0.78,-7.31
1871,2011-02-15,02,-3.40,-0.10,-2.20,0.55,3.58,1.62,-7.35,-3.78,-6.02
1872,2011-02-16,02,-1.40,2.50,-0.30,2.55,6.18,3.52,-5.35,-1.18,-4.12
1873,2011-02-17,02,2.10,8.20,6.01,6.05,11.88,9.82,-1.85,4.52,2.19
1874,2011-02-18,02,0.40,7.50,3.96,4.35,11.18,7.77,-3.55,3.82,0.14
1875,2011-02-19,02,-3.00,1.40,-0.98,0.95,5.08,2.83,-6.95,-2.28,-4.80
1876,2011-02-20,02,-3.00,3.10,-0.64,0.95,6.78,3.18,-6.95,-0.58,-4.45
1877,2011-02-21,02,-4.30,1.10,-2.04,-0.35,4.78,1.77,-8.25,-2.58,-5.86
1878,2011-02-22,02,-3.40,2.70,-0.02,0.55,6.38,3.79,-7.35,-0.98,-3.84
1879,2011-02-23,02,0.50,4.60,2.22,4.45,8.28,6.04,-3.45,0.92,-1.59
1880,2011-02-24,02,-3.20,2.60,0.45,0.75,6.28,4.27,-7.15,-1.08,-3.36
1881,2011-02-25,02,-3.30,2.50,-0.13,0.65,6.18,3.68,-7.25,-1.18,-3.95
1882,2011-02-26,02,-1.20,2.70,0.80,2.75,6.38,4.62,-5.15,-0.98,-3.02
1883,2011-02-27,02,-1.00,4.10,0.43,2.95,7.78,4.24,-4.95,0.42,-3.39
1884,2011-02-28,02,-1.90,2.60,-0.08,2.05,6.28,3.74,-5.85,-1.08,-3.89
1885,2011-03-01,03,-2.50,2.00,-0.64,0.62,5.25,2.55,-5.62,-1.25,-3.83
1886,2011-03-02,03,-1.40,1.60,-0.38,1.72,4.85,2.80,-4.52,-1.65,-3.57
1887,2011-03-03,03,-3.30,0.20,-1.64,-0.18,3.45,1.55,-6.42,-3.05,-4.83
1888,2011-03-04,03,-4.70,0.60,-2.38,-1.58,3.85,0.81,-7.82,-2.65,-5.57
1889,2011-03-05,03,-5.00,-1.20,-2.98,-1.88,2.05,0.21,-8.12,-4.45,-6.17
1890,2011-03-06,03,-4.60,1.60,-1.58,-1.48,4.85,1.61,-7.72,-1.65,-4.77
1891,2011-03-07,03,-2.70,1.30,-0.46,0.42,4.55,2.73,-5.82,-1.95,-3.65
1892,2011-03-08,03,1.10,9.90,5.77,4.22,13.15,8.95,-2.02,6.65,2.58
1893,2011-03-09,03,5.30,11.30,8.03,8.42,14.55,11.22,2.18,8.05,4.84
1894,2011-03-10,03,3.70,11.40,7.24,6.82,14.65,10.43,0.58,8.15,4.05
1895,2011-03-11,03,2.10,6.90,4.78,5.22,10.15,7.97,-1.02,3.65,1.60
1896,2011-03-12,03,3.20,9.20,6.32,6.32,12.45,9.51,0.08,5.95,3.13
1897,2011-03-13,03,3.20,9.90,6.60,6.32,13.15,9.78,0.08,6.65,3.41
1898,2011-03-14,03,2.90,8.90,6.02,6.02,12.15,9.20,-0.22,5.65,2.83
1899,2011-03-15,03,5.10,8.50,6.49,8.22,11.75,9.68,1.98,5.25,3.30
1900,2011-03-16,03,2.90,8.50,6.11,6.02,11.75,9.30,-0.22,5.25,2.92
1901,2011-03-17,03,2.70,9.10,6.54,5.82,12.35,9.73,-0.42,5.85,3.35
1902,2011-03-18,03,5.80,10.60,8.49,8.92,13.85,11.68,2.68,7.35,5.30
1903,2011-03-19,03,9.00,15.70,12.09,12.12,18.95,15.28,5.88,12.45,8.90
1904,2011-03-20,03,5.40,11.30,8.01,8.52,14.55,11.20,2.28,8.05,4.82
1905,2011-03-21,03,6.30,14.00,10.37,9.42,17.25,13.56,3.18,10.75,7.18
